dtime,damt,dtrans
2019-10-24 05:48:52,463000,False
2020-02-07 15:23:01,419000,False
2020-03-04 20:33:37,291000,False
2020-07-06 15:35:53,118000,False
2020-02-26 00:06:44,291000,False
2020-05-08 09:43:07,340000,False
2020-07-29 04:24:54,386000,False
2020-07-21 08:19:02,87000,False
2020-04-25 14:20:09,82000,False
2020-09-04 19:20:24,224000,False
2020-06-08 14:08:15,312000,False
2020-10-04 20:04:23,451000,False
2019-11-24 11:36:15,25000,False
2020-08-28 21:51:16,1000,False
2020-10-04 10:38:32,272000,False
2020-09-20 06:12:26,368000,False
2019-10-19 18:13:00,235000,False
2019-11-13 16:29:44,490000,False
2020-10-24 03:07:04,213000,False
2020-03-05 12:48:55,440000,False
2020-06-08 15:30:25,153000,False
2020-04-25 08:06:29,466000,False
2020-05-20 08:35:32,97000,False
2019-11-22 10:57:18,67000,False
2020-12-11 22:59:16,344000,False
2020-02-08 11:03:29,256000,False
2019-12-27 19:32:14,119000,False
2019-11-26 23:04:07,485000,False
2020-07-09 02:10:30,222000,False
2020-08-13 21:59:38,300000,False
2020-04-17 21:22:34,448000,False
2019-12-06 03:53:00,259000,False
2019-10-21 04:51:36,114000,False
2020-10-08 23:02:54,39000,False
2020-03-01 14:26:38,324000,False
2020-06-14 15:35:24,266000,False
2019-11-20 05:05:50,462000,False
2020-01-13 01:24:50,241000,False
2019-10-26 06:57:14,491000,False
2020-03-08 15:40:57,60000,False
2020-08-18 15:42:23,242000,False
2020-12-12 07:03:58,175000,False
2020-01-25 16:17:26,430000,False
2020-10-18 09:47:37,48000,False
2020-06-08 01:40:18,77000,False
2020-07-18 01:56:19,229000,False
2020-07-19 05:48:26,399000,False
2020-10-08 22:43:07,16000,False
2020-09-21 05:47:02,177000,False
2020-11-05 10:54:35,295000,False
2020-03-01 11:59:26,360000,False
2020-12-05 10:31:15,86000,False
2020-02-26 16:48:05,160000,False
2020-03-31 01:31:37,499000,False
2020-10-24 16:18:00,340000,False
2020-04-19 18:22:22,99000,False
2020-12-16 01:38:43,450000,False
2020-11-11 17:01:13,80000,False
2020-09-28 12:54:19,481000,False
2020-11-26 01:32:30,199000,False
2020-01-01 15:56:53,197000,False
2020-10-18 20:29:38,43000,False
2019-12-23 14:54:07,197000,False
2020-10-01 05:56:08,266000,False
2020-05-14 07:45:14,38000,False
2020-01-06 09:08:30,263000,False
2020-06-18 03:00:43,315000,False
2020-07-07 04:45:31,334000,False
2020-10-20 14:47:22,128000,False
2020-05-17 22:22:42,406000,False
2020-02-07 04:05:50,96000,False
2020-01-20 20:01:49,258000,False
2020-02-11 04:39:34,340000,False
2020-07-26 23:51:00,256000,False
2020-02-09 22:43:51,476000,False
2019-12-19 12:49:40,97000,False
2019-10-18 11:41:40,140000,False
2020-11-24 22:40:16,46000,False
2019-11-25 04:53:43,98000,False
2020-08-01 10:34:58,415000,False
2020-12-19 22:11:17,205000,False
2020-10-10 20:47:01,282000,False
2020-08-02 13:32:25,373000,False
2019-10-18 05:25:30,149000,False
2020-08-21 06:14:46,256000,False
2020-11-06 02:48:46,185000,False
2019-11-23 06:45:58,81000,False
2019-12-22 09:01:26,371000,False
2020-04-19 10:13:07,159000,False
2020-06-10 14:26:28,7000,False
2020-07-21 19:28:08,95000,False
2020-12-10 00:58:15,413000,False
2020-05-07 10:59:59,87000,False
2020-05-16 04:02:27,359000,False
2020-10-28 11:50:51,293000,False
2020-08-19 03:05:24,211000,False
2020-09-20 08:29:44,134000,False
2020-07-03 02:00:02,490000,False
2020-03-21 15:43:58,173000,False
2019-10-26 01:06:05,75000,False
2019-12-30 01:48:08,210000,False
2020-08-02 01:45:41,290000,False
2020-09-08 02:52:07,214000,False
2020-12-02 06:14:28,212000,False
2020-06-15 07:00:33,15000,False
2020-12-15 21:48:17,137000,False
2020-02-07 07:38:33,474000,False
2020-10-30 02:39:16,114000,False
2020-05-28 07:30:48,398000,False
2020-12-04 22:59:36,193000,False
2020-02-11 01:20:17,84000,False
2020-03-05 20:42:24,108000,False
2020-11-26 05:46:37,238000,False
2020-02-25 05:59:43,279000,False
2020-07-05 07:09:38,173000,False
2020-03-28 00:41:33,157000,False
2019-12-20 03:43:48,80000,False
2020-03-15 14:54:58,31000,False
2020-08-05 12:15:33,283000,False
2020-10-01 08:04:18,139000,False
2020-01-11 15:28:46,310000,False
2020-03-03 10:26:49,155000,False
2020-05-16 09:58:03,422000,False
2020-05-18 13:19:27,130000,False
2019-11-01 19:40:15,198000,False
2020-04-15 07:09:32,358000,False
2020-07-22 15:36:02,332000,False
2020-01-15 21:53:06,297000,False
2020-04-27 19:09:34,89000,False
2020-10-11 17:59:51,253000,False
2020-06-22 06:25:59,248000,False
2020-05-09 21:19:52,76000,False
2020-01-22 19:49:19,9000,False
2020-11-04 02:03:16,127000,False
2020-09-28 22:38:02,431000,False
2020-09-04 14:11:44,374000,False
2020-01-11 22:39:12,381000,False
2020-09-23 06:19:27,226000,False
2020-10-30 22:15:48,69000,False
2019-12-21 00:21:29,1000,False
2020-11-08 01:53:25,171000,False
2020-03-18 17:46:20,5000,False
2019-12-29 20:24:48,322000,False
2019-11-13 02:53:45,405000,False
2020-08-02 23:14:00,472000,False
2020-08-25 05:18:35,85000,False
2020-01-09 19:42:32,43000,False
2020-12-06 21:59:49,476000,False
2020-10-30 07:16:50,252000,False
2020-02-01 01:22:21,388000,False
2020-02-26 05:02:57,331000,False
2020-06-01 01:35:42,264000,False
2019-12-01 22:10:30,310000,False
2020-06-13 13:35:23,68000,False
2020-01-16 04:11:49,472000,False
2020-08-07 22:36:16,268000,False
2020-06-12 23:35:34,170000,False
2020-11-01 04:08:35,247000,False
2020-01-29 18:17:14,192000,False
2020-05-24 19:37:40,221000,False
2019-11-07 16:55:31,255000,False
2019-11-21 02:22:25,450000,False
2020-10-02 07:49:49,332000,False
2020-09-14 17:39:36,125000,False
2019-11-15 03:14:46,134000,False
2020-01-21 22:13:50,282000,False
2020-12-09 00:12:02,327000,False
2020-10-28 17:37:00,274000,False
2020-12-01 20:44:55,57000,False
2020-11-02 02:09:06,435000,False
2020-01-11 15:48:37,186000,False
2020-12-13 00:12:11,447000,False
2020-04-03 11:08:08,162000,False
2020-11-26 11:16:31,74000,False
2019-12-06 08:22:01,109000,False
2020-03-08 18:41:17,486000,False
2020-07-11 06:46:28,449000,False
2020-06-18 07:58:18,453000,False
2020-09-14 21:15:11,373000,False
2020-08-04 22:49:17,226000,False
2020-05-31 03:04:51,498000,False
2020-04-27 10:42:48,475000,False
2019-11-17 06:08:34,197000,False
2020-04-13 05:06:12,97000,False
2020-02-27 13:44:08,321000,False
2020-06-08 22:06:06,215000,False
2020-10-09 10:37:03,366000,False
2020-10-13 04:43:56,103000,False
2020-10-31 23:56:58,19000,False
2020-04-03 23:04:36,408000,False
2019-12-01 18:09:12,234000,False
2020-11-18 13:42:00,404000,False
2020-07-18 20:29:22,42000,False
2020-07-28 05:33:24,146000,False
2020-01-11 16:02:40,308000,False
2020-03-31 17:13:15,161000,False
2020-07-02 22:19:50,458000,False
2020-08-23 21:01:35,241000,False
2020-12-03 17:36:34,139000,False
2020-08-27 18:39:32,340000,False
2019-12-09 08:29:51,406000,False
2020-05-02 16:44:19,410000,False
2020-02-22 22:09:58,244000,False
2020-12-19 20:03:29,295000,False
2020-01-05 09:19:18,251000,False
2020-09-20 12:10:06,457000,False
2020-10-27 21:56:09,138000,False
2020-05-16 04:11:27,136000,False
2020-05-22 08:43:03,139000,False
2020-03-22 16:08:21,397000,False
2020-05-31 07:12:29,462000,False
2020-02-25 18:43:38,470000,False
2019-10-28 07:05:24,58000,False
2020-11-21 00:49:36,4000,False
2020-06-29 12:10:44,340000,False
2020-06-01 06:00:41,56000,False
2019-10-26 01:17:15,483000,False
2020-05-18 12:06:19,209000,False
2020-06-28 07:27:18,446000,False
2020-09-04 00:18:23,482000,False
2020-04-24 00:58:09,183000,False
2019-11-08 14:37:36,407000,False
2020-05-17 00:22:27,161000,False
2020-10-31 22:30:19,330000,False
